name,timestamp,likes,isretweet,isreply,text,retweets,replies
draftkings,1615098611,0,true,false,"RT @DKSportsbook: BLACHOWICZ BY DECISION 🏆

https://t.co/MJWwde0qKF",12,0
draftkings,1615095423,0,true,false,"RT @DKSportsbook: TOO EASY FOR THE LIONESS #UFC259 

https://t.co/ROKTffXEeH",16,0
draftkings,1615068006,7,false,false,"Why live when you can rule?

The DraftKings Championship Series is crowning 100 champions. Minting 100 millionaires. Own your throne &amp; GO BIG: https://t.co/7KeT0BRRGc

#DKChampSeries https://t.co/ij4lHif8WP",1,1
draftkings,1615060754,779,false,false,Our guy @b_dechambeau just hit a ball 370 yards over water 😤 https://t.co/MFi1Iw2pgQ,117,37
draftkings,1615059870,0,true,false,RT @DKSportsbook: Absolutely filthy move by Barzal 😮 https://t.co/vmDMI6zVCD,44,0
draftkings,1615053612,11,false,false,"Winning is better at the box. Play the FREE @JackBox Multi-Sport Challenge for your share of $20,000 in prizes: https://t.co/6o4sDDoBa4 https://t.co/9t9QrEL8MN",2,1
draftkings,1615042814,7,false,false,"What fighter in the $9K range stands out for UFC 259?

@timfinn521 weighs in on which option he has his eye on 👀 https://t.co/iZs4Mjja6R",3,3
draftkings,1614999606,10,false,false,"Get in on the UFC 259 action for your shot at $1,000,000 in total prizes.

Enter now: https://t.co/QwlAo2AWAY https://t.co/B7MjfldzVo",2,2
draftkings,1614986108,4,false,false,A six-game slate coming up in the NHL tonight. Who's snagging a spot on your team? 👇 https://t.co/LpihvfFt3T,4,0
draftkings,1614985908,0,true,false,"RT @ufc: Fight fans 🗣 

@DraftKings is our new OFFICIAL sportsbook - @DanaWhite breaks down all the details. https://t.co/vWeONoK3Va",60,0
draftkings,1614981786,458,false,false,"The NBA presents a visionary new age of basketball. 

Which team is winning the All-Star Game: Team LeBron or Team Durant? https://t.co/CZdbkRKOHl",52,24
draftkings,1614979048,0,true,false,"RT @DKSportsbook: UFC Main Card Betting Splits:

59% on Santos (vs. Rakic) 

82% on Makhachev (vs. Dober)

54% on Yan (vs. Sterling)

62% o…",5,0
draftkings,1614970812,6,false,false,"Stay alive in the March Mania Survivor Pool presented by @kfc to win your share of $1 million guaranteed. 

March on ➡ https://t.co/OyrkVaP7KO https://t.co/ysnLVGEuUi",1,1
draftkings,1614964539,107,false,false,Top Shot Drop Day! We're a big fan of these moments @DKSportsbook 🤑 https://t.co/KWuFcAOODx,4,12
draftkings,1614963836,0,true,false,"RT @dklive: NBA NEWS ALERT: PF/C Blake Griffin has agreed to a contract buyout with the Pistons, per @wojespn. https://t.co/dzx60c6sNC",6,0
draftkings,1614961674,0,true,false,RT @DKSportsbook: positive vibes this weekend https://t.co/38WLtm6cgh,22,0
draftkings,1614959065,69,false,false,SCARY HOURS! @JHarden13 🦉 https://t.co/Z98GccfyOY,9,1
draftkings,1614955594,0,true,false,"RT @dklive: NFL NEWS ALERT: The Washington Football Team has released QB Alex Smith, per @AdamSchefter. https://t.co/E3TrCuPsuZ",8,0
draftkings,1614955341,7,false,false,Brodie had himself a night with 64.75 FPTS to top the @dklive fantasy basketball leaderboard. https://t.co/ZzlULh6Lza,1,0
draftkings,1614917231,16,false,false,"The usual from Jimmy Buckets 😤

https://t.co/UIAZPncnvO",2,4
draftkings,1614907843,21,false,false,"The #NBAAllStar teams are set. 

Are you backing Team LeBron or Team Durant? https://t.co/LFzBg1o4J7",8,7
draftkings,1614897075,0,true,false,"RT @DKSportsbook: ""I don't need to watch basketball tonight, I'll pick a movie for us."" https://t.co/piZxz5CUAi",15,0
draftkings,1614891611,7,false,false,"Play free in the @ModeloUSA’s Fighting Spirit Challenge for your shot at $5,000 in cash prizes. Plus a grand prize trip to belt the champ &amp; more!

Draft now for 3/6: https://t.co/7G0RPoeI0V https://t.co/mjxesm3dKH",1,5
draftkings,1614888861,5,false,false,.@dklive's @sbuchanan24 and @reidtfowler discuss the future of these big name WRs and predict where they could land in free agency. https://t.co/IN6YPNaoOh,4,0
draftkings,1614887661,0,true,false,RT @DKSportsbook: Joel Embiid is now a co-favorite for MVP with LeBron James https://t.co/cofmY8FjWn,1,0
draftkings,1614884541,4,false,false,Does Russell Wilson get traded before the start of this upcoming NFL season?,2,3
draftkings,1614881605,12,false,false,Big Ben is back: The Steelers have agreed to a new contract with QB Ben Roethlisberger for 2021. https://t.co/qNuRXdWrgo,1,3
draftkings,1614880629,0,true,false,"RT @dklive: NBA LINEUP ALERT: Raptors PF/C Pascal Siakam, PG/SG Fred VanVleet and SF/PF OG Anunoby will all remain out for tonight's game v…",2,0
draftkings,1614873845,7,false,false,"Get in on the UFC 259 action for your shot at $1,000,000 in total prizes.

Enter now: https://t.co/sL48c6Sx27 https://t.co/NN27adYFKQ",2,1
draftkings,1614873813,13,false,false,Which pending NFL free agent do you want your team to sign the most?,3,27
draftkings,1614867602,0,true,false,"RT @DraftKingsNews: Today, @DraftKings announced a historic deal as @UFC’s first-ever Official Sportsbook and Daily Fantasy Partner, also d…",72,0
draftkings,1614827610,13,false,false,The Beard showed off in his return to Houston. https://t.co/BQc6t1pwtJ,1,1
draftkings,1614826485,50,false,false,"Another night, another monster Embiid performance:  

40 PTS
19 REB
3 AST
75.75 FPTS

Is he the clear frontrunner for MVP? https://t.co/ptWmBfLMP4",9,6
draftkings,1614825732,72,false,false,T.J. McConnell secured the triple-double with STEALS. https://t.co/fBkDmYsZxj,5,5
draftkings,1614825127,46,false,false,"EMBIID FORCED OT.

https://t.co/cK8p0MGGpK",8,3
draftkings,1614823197,9,false,false,"Harden's havin' a night back in Houston.

He's got 42.25 FPTS 🔥

https://t.co/KpOvgznj5s",3,2
draftkings,1614820531,30,false,false,Make that 9 first-half STEALS for T.J. McConnell 👀 https://t.co/lSLSE2HAjb,4,3
draftkings,1614820261,18,false,false,"The Rockets paid tribute to James Harden in his return to Houston.

(Via @HoustonRockets)

https://t.co/gF4ixTvAVv",3,2
draftkings,1614819854,10,false,false,"Harden's first bucket back in H-Town 🔥

https://t.co/QAmJaea31Y",1,1
draftkings,1614815814,0,true,false,"RT @dklive: NFL NEWS ALERT: The Giants have released WR Golden Tate, per @AdamSchefter. https://t.co/gxt0fLwOu5",4,0
draftkings,1614809894,3,false,false,Tune in now as the @dklive squad breaks down tonight's NBA slate on Pre-Lock Live ⬇️,0,0
draftkings,1614805871,16,false,false,The Suns are surging up the standings. Are they legit contenders? https://t.co/9H4tRELJ21,2,5
draftkings,1614802522,4,false,false,"Will Christian Yelich bounce back as a fantasy must-start option this season?

@GarionThorne &amp; @SBuchanan24 share if they think this will be a comeback year for Yelich ⬇️ https://t.co/QISFwkH7rG",2,3
draftkings,1614800948,45,false,false,We're biased. https://t.co/sFhPgGukev,4,8
draftkings,1614794524,22,false,false,James Harden vs. the Rockets tonight for the first time since the big trade to Brooklyn... how many points is he putting up against his former squad? https://t.co/sBkHS7OALT,2,18
draftkings,1614791066,2,false,false,"Join @ThePME live now as he makes his Arnold Palmer Invitational Picks and answers viewer questions!

Tune in: https://t.co/9awL0vX6ZQ",1,0
draftkings,1614787212,5,false,false,"Hoop sit &amp; go's and tournaments are here. 

Play for the rest of the season with no roster management: https://t.co/7GQisaH5xr https://t.co/DGwZJypx4i",1,1
draftkings,1614784693,0,true,false,RT @DraftKingsNews: Today we announced a strategic agreement with @dish to bring our sportsbook and daily fantasy experiences directly to D…,43,0
draftkings,1614781835,16,false,false,Jokic recorded his 50th triple-double to top the NBA leaderboard with 74.50 FPTS. https://t.co/vcDJA24pur,2,0
draftkings,1614736808,12,false,false,"With $1,000,000 in total prizes and a $200,000 top prize, UFC 259 is bringing big matchups and bigger prizes.

Reserve your spot now: https://t.co/IN1hKBPOR4 https://t.co/uWqt80kdZy",3,5
draftkings,1614726010,6,false,false,Six games on tap for NBA tonight. Drop who's getting a spot in your lineup 👇 https://t.co/JX3zB0eYWa,0,9
draftkings,1614725329,0,true,false,RT @dklive: NFL NEWS ALERT: The Vikings have released TE Kyle Rudolph. https://t.co/66rmzDU9d6,5,0
draftkings,1614719824,59,false,false,"Welcome to the KING of COMPETITIONS.

We're minting 100 millionaires in 2021 on the way to the grandest grand championships ever.

GO BIG: https://t.co/2Ng5VjCE5F

#DKChampSeries https://t.co/GiuslRviBK",12,5
draftkings,1614714298,0,true,false,RT @celtics: Get ready for tonight's game with The Lineup presented by @DraftKings live on Facebook now ⬇️,3,0
draftkings,1614711789,22,false,false,You just had to be there. https://t.co/cUuEOquP32,0,2
draftkings,1614710502,0,true,false,"RT @DKSportsbook: In honor of it being March 2nd (3/2) today... 

We've boosted a couple NBA triple-double props! https://t.co/R69n2RYTEc",5,0
draftkings,1614708461,0,true,false,RT @dklive: GOLF PICKS: @reidtfowler previews the Arnold Palmer Invitational and gives his picks for your DraftKings PGA TOUR fantasy golf…,5,0
draftkings,1614703143,23,false,false,"Old faces, new places. 

Who's gonna make the biggest impact on their new squad? https://t.co/xPqsvIGIUq",1,3
draftkings,1614697461,8,false,false,.@dklive's golf guru @reidtfowler weighs in on paying up for Rory McIlroy or Bryson DeChambeau as the only golfers over $11K this week. https://t.co/0EdAyGTpeP,5,1
draftkings,1614664243,79,false,false,"Melo 🤝 Melo

https://t.co/Z2aN89mpoL",15,5
draftkings,1614663781,19,false,false,Harden put on a show in Brooklyn with 30 points and 80 FPTS 🔥😤 https://t.co/kCZBMVsSLK,3,2
draftkings,1614656904,33,false,false,"DEJOUNTE MURRAY SENDS IT TO OT 🚨

https://t.co/ovf4RXuTCq",4,2
draftkings,1614655584,34,false,false,The Joker with a MONSTER night against the Bulls 👀🔥 https://t.co/e5hLb1TbUt,7,3
draftkings,1614650481,19,false,false,"This Kyrie lob was a beaut 😍

https://t.co/8Gm08TSjA6",3,1
draftkings,1614650326,14,false,false,"One shoe Luka 😂😂😂

https://t.co/ImAC6PZE1f",3,1
draftkings,1614648917,29,false,false,"PORZINGIS CAME OUT OF NOWHERE 💪

https://t.co/v3tBuevm3E",2,6
draftkings,1614646880,1,false,true,.@AdamMKaufman and @TrainIsland break down J.J. Watt's unexpected deal with the Cardinals and the impact it has on Arizona as contenders. https://t.co/3NP0qBdaCt,2,1
draftkings,1614646530,0,true,false,RT @dklive: NBA NEWS ALERT: Tuesday's game between the Raptors and Pistons has been postponed due to ongoing contact tracing within the Rap…,2,0
draftkings,1614643214,16,false,false,"Stay alive in the March Mania Survivor Pool presented by @kfc to win your share of $1 million guaranteed. 

March on ➡ https://t.co/WRcuuF4IQu https://t.co/TqtG4c6D3W",3,0
draftkings,1614641271,0,true,false,RT @dklive: NBA PRE-LOCK LIVE: Join our experts as we preview tonight's #DraftKings NBA action! Watch LIVE here: https://t.co/JQfWj4GBiR,2,0
draftkings,1614635244,0,true,false,"RT @dklive: NBA NEWS ALERT: The Hawks have fired head coach Lloyd Pierce, per @wojespn. https://t.co/okN7hqoyZE",7,0
draftkings,1614633740,0,true,false,"RT @DKSportsbook: $1  ➡  $1,377.50

✅ Colin Morikawa
✅ William Byron

The Sunday winners parlay! https://t.co/rhpc5NA6GM",6,0
draftkings,1614629840,105,false,false,No. 99 is headed to the desert: Did the Cardinals just become Super Bowl contenders? https://t.co/LgGVDPWIsw,7,116
draftkings,1614622289,0,true,false,"RT @DKSportsbook: J.J. Watt is heading to Arizona, making one bettor very happy💰 https://t.co/P2G8ClPFwu",10,0
draftkings,1614622020,0,true,false,"RT @DKSportsbook: We are proud to support Problem Gambling Awareness Month throughout March.

Learn more: https://t.co/0H4FiGyxoY
Responsib…",7,0
draftkings,1614620997,49,false,false,"Well, there's that.",5,3
draftkings,1614618006,12,false,true,"@onepeloton @Pchopz_ Well, that was fun while it lasted.

https://t.co/WGlSEKr5GY",2,2
draftkings,1614615360,16,false,false,"Starting rumors via @onepeloton! JJ Watt is taking this free agency thing to a whole new level.

(via @Pchopz_) https://t.co/9fiRA6yNhd",1,1
draftkings,1614613940,30,false,false,Knicks fans waking up to a team that's over .500 and 4th in the East: https://t.co/fBroblBLHf,9,2
draftkings,1614612539,10,false,false,Which team would be the best fit for Alex Smith?,3,18
draftkings,1614612402,0,true,false,RT @DKSportsbook: Knowing it’s almost March Madness time https://t.co/D9ruFWm9wH,71,0
draftkings,1614610914,13,false,false,The Greek Freak had a big night racking up 71.50 FPTS to top the @dklive fantasy basketball leaderboard. https://t.co/bf6Tq0ajB9,3,0
draftkings,1614572777,22,false,false,"Devin Booker BALLED out:

43 PTS
5 REB
5 AST
58.25 FPTS

Did he grab a spot in your lineup? https://t.co/aPHQvSEqXr",3,3
draftkings,1614570261,75,false,false,The Knicks are above .500 and hold the 4th seed in the East 👀🔥 https://t.co/8A0XJD4uUn,6,9
draftkings,1614566295,40,false,false,"Tatum for the W 😤

https://t.co/q2EfGfWMBA",8,1
draftkings,1614560991,22,false,false,"JT SLAMMED IT DOWN 

 https://t.co/PUsyyDomAJ",0,4
draftkings,1614553174,37,false,false,"GIANNIS IS JUST TOO CLUTCH 🔥

https://t.co/Yx2Tt7oci3",0,2
draftkings,1614547743,27,false,false,"Giannis is simply unfair.

https://t.co/oVpqRVINrS",5,3
draftkings,1614531611,17,false,false,"With $1,000,000 in total prizes and a $200,000 top prize, UFC 259 is bringing big matchups and bigger prizes.

Reserve your spot now: https://t.co/lj9UUJmKMR https://t.co/qDvsE1h9XK",8,3
draftkings,1614480995,48,false,false,"Another monster night from Embiid.

🔥 42 PTS
🔥 13 REB
🔥 6 AST
🔥 74.25 FPTS https://t.co/3Z5lGIyv4Y",4,2
draftkings,1614478485,40,false,false,"D-Rose pulled up to put the Knicks up at the halftime buzzer. 

https://t.co/Jlwe3Dokie",4,4
draftkings,1614470407,12,false,false,"Don't forget to get your lineup in for tonight's DAL vs. BKN Showdown, with 100% of the entry fees going directly to @FeedingTexas! 

Help Texas and play for your share of up to $200K: https://t.co/1pSDgFgATl

 #DKHelpsTexas https://t.co/qTO4urLbcS",2,2
draftkings,1614452408,20,false,false,"We’re running a DFS charity contest for tonight's DAL vs. BKN Showdown, with 100% of the entry fees going directly to @FeedingTexas! 

Help Texas and play for your share of up to $200K: https://t.co/OSoAp9EKUh

 #DKHelpsTexas https://t.co/0GtK9NKRqw",12,1
draftkings,1614441911,2,false,false,".@timfinn521 joins @AdamMKaufman to break down his value pick for this weekend's UFC Fight Night.

Draft now: https://t.co/pAEd1F6e4L https://t.co/PkAmkGTp2a",1,1
draftkings,1614400460,23,false,false,"Dame is goin' off against the Lakers.

24 PTS and 31.75 FPTS at the half.

https://t.co/0VlffJ8A9p",4,3
draftkings,1614395813,17,false,false,Kemba had a game leading the C's to a needed W 🔥 https://t.co/fjFHw3XVVM,1,4
draftkings,1614393403,51,false,false,"Casual mid-game uni change for OKC 😅

https://t.co/XDGYKP0Ptg",3,1
draftkings,1614389947,14,false,false,"This no-look pass from JT 😳

https://t.co/ALyRRIX1NL",1,1
draftkings,1614389735,9,false,false,"Kawhi with authority 💪

https://t.co/38xL7aCGWN",1,3
draftkings,1614384006,66,false,false,"We’re running a DFS charity contest for Saturday's DAL vs. BKN Showdown, with 100% of the entry fees going directly to @FeedingTexas! 

Help Texas and play for your share of up to $200K: https://t.co/1FZnqakJDm

 #DKHelpsTexas https://t.co/0vbejF7aeT",14,2
draftkings,1614381023,3,false,false,Check out the @dklive squad’s breakdown of tonight’s NBA slate 👇,0,2
draftkings,1614375508,14,false,false,And another one: find the 5 differences between these Butler and Herro pics 👇 https://t.co/W4u3UW12kA,1,11
draftkings,1614372837,20,false,false,"Domantas Sabonis is expected to be the replacement for Kevin Durant in this year's All-Star Game, per @wojespn. https://t.co/yYaUZJhIzl",4,0
draftkings,1614372608,0,true,false,RT @dklive: NBA INJURY ALERT: Nets SF/PF Kevin Durant (hamstring) will remain out through the All-Star break. https://t.co/7iUiAwzFbP,4,0
draftkings,1614370564,6,false,false,Is Ben making a case for DPOY? 🧐 https://t.co/wrsvZEatzL,1,2
draftkings,1614370351,0,true,false,"RT @DKSportsbook: If Michael Pittman won't give up No. 11 for Carson Wentz...

Then what number will he wear? 🤔

(Hypothetical Odds)

@dkli…",2,0
draftkings,1614365768,0,true,false,"RT @ThePME: NEWWWW!!!! UFC Vegas 20 @DraftKings Picks c/o @BrettAppley

https://t.co/oVMvZ6BbuH

Apple: https://t.co/VsH0eOXaeg
Stitcher: h…",5,0
draftkings,1614363062,12,false,false,Can you spot the 7 differences in these photos of Harden? https://t.co/LbzjrRHFO7,0,27
draftkings,1614356094,0,true,false,RT @DKSportsbook: weekend mood https://t.co/rFmXQNctRW,37,0
draftkings,1614350818,4,false,false,Giannis popped off to top the @dklive fantasy basketball leaderboard with 60.50 FPTS. https://t.co/yr7UVd8eL3,0,1
draftkings,1614306244,21,false,false,"Dwight SLAMMED it down.

https://t.co/icwrQ30zER",2,0
draftkings,1614303183,29,false,false,"Ja's hangtime on this 🤯

https://t.co/5iuZg9NrvQ",4,2
draftkings,1614300095,10,false,false,".@dklive's @SBuchanan24 breaks down the recent Russell Wilson rumors and what a potential trade package would look like ⬇️

https://t.co/z8GUMH30kw",1,2
draftkings,1614290537,0,true,false,"RT @DraftKingsNews: This week, we kicked off the 3rd year of our Tech for Heroes program, which provides high-tech skills training to veter…",6,0
draftkings,1614290411,0,false,false,"Get in on tonight's NBA action for a shot at $500K in prizes!
Draft now: https://t.co/NBfSeF9Rtd https://t.co/DsdkinVhz9",0,1
draftkings,1614289679,0,true,false,"RT @DKCasino: It's never a bad time to learn about our casino games.

👇 ♠ ♦ ♥ ♣ 🎰 👇
https://t.co/Vv0MgAf4mU",3,0
draftkings,1614283845,29,false,false,"Other than that, did the meeting go well? 😅",6,4
draftkings,1614283761,3,false,false,"Should the 49ers move Jimmy Garoppolo? 

@thefantasygrind gives his take on San Francisco's quarterback situation. https://t.co/dT5EcZumiY",0,1
draftkings,1614278224,17,false,false,Gettin' spicy 🌶️,1,2
draftkings,1614277913,1,false,false,Anthony Edwards' dunk:,0,3
draftkings,1614267220,94,false,false,"Several reports have Russell Wilson's camp seeking a possible trade from Seattle 👀

The Dolphins, Jets, Raiders, and Saints have been mentioned as interested teams. https://t.co/p16a20x7qK",20,22
draftkings,1614265437,13,false,false,Jimmy Butler had a big night racking up 62 FPTS to top the @dklive fantasy basketball leaderboard. https://t.co/1jib0C1W2I,1,0
draftkings,1614262696,0,true,false,RT @CalRipkenJr: Looking forward to sharing my experiences with the @DraftKings team in my special advisor role. The game of baseball conti…,38,0
draftkings,1614225896,13,false,false,"LEBRON SLAMS IT DOWN 👑
https://t.co/zXd9rfr8dA",5,2
draftkings,1614222927,42,false,false,"DORT FTW🚨🚨🚨

https://t.co/mw6IEIWwZA",7,3
draftkings,1614220563,13,false,false,Danilo Gallinari with 38 points off the bench 👀🔥 https://t.co/2PvUXgiQ1J,1,1
draftkings,1614219995,22,false,false,"ZION WITH THE HAMMER 😤

https://t.co/fiYjl5k7TB",3,3
draftkings,1614216843,11,false,false,"Trae Young is making moves tonight 🔥
https://t.co/OIMIEPWAnP",0,1
draftkings,1614216278,27,false,false,D-Book is now a 2x All-Star 🔥 https://t.co/IkROvPWDXh,2,1
draftkings,1614212015,0,true,false,RT @DKSportsbook: What's the play tonight?,5,0
draftkings,1614206307,0,true,false,"RT @dklive: NBA Pre-Lock Live | February 24, 2021 https://t.co/zAV49CVn6t",2,0
draftkings,1614200645,28,false,false,Is Brooklyn's Big 3 already one of the best ever? https://t.co/29W2fC2bSx,4,13
draftkings,1614198635,0,true,false,"RT @dklive: NBA VALUES: @KennyDucey breaks down his top #draftkings NBA value plays for Wednesday’s fantasy basketball slate, which starts…",2,0
draftkings,1614197497,23,false,false,No lies here,2,1
draftkings,1614195319,0,true,false,"RT @celtics: Get ready for tonight's game with us ☘️

Tune in now to The Lineup presented by @DraftKings.",6,0
draftkings,1614188947,0,true,false,"RT @dklive: WGC Workday Final Picks, @DraftKings Ownership Projections, Weather and Viewer Chat.

LIVE with @ThePME at 12 p.m. ET: 
https:/…",2,0
draftkings,1614186306,725,false,false,Was Sabonis the biggest All-Star snub? https://t.co/8ry6EkqRPT,55,37
draftkings,1614182722,4,false,false,"Which player will serve as a fantasy difference maker for the Astros in 2021?

@GarionThorne and @SBuchanan24 discuss potential options now that George Springer has moved on in free agency. https://t.co/cJZdptkcL7",4,0
draftkings,1614178239,0,true,false,RT @DKSportsbook: When you log in just to see your winning ticket 😂 https://t.co/QBzTWK7nDh,15,0
draftkings,1614139280,23,false,false,"Melo is feelin' it tonight.

https://t.co/nxtGR7QN2E",1,1
draftkings,1614136380,134,false,false,"LUKA WITH THE DAGGER.

https://t.co/3NVc7hOA3H",31,11
draftkings,1614135771,20,false,false,"The Beard stays hot leading the Nets to their seventh straight W 👀

▪️ 29 PTS
▪️ 11 REB
▪️ 14 AST
▪️ 70.75 FPTS https://t.co/jc2lFD0BUS",1,0
draftkings,1614134540,0,true,false,RT @DKSportsbook: So excited for March Madness,95,0
draftkings,1614133603,23,false,false,"Cavs W courtesy of Lamar Stevens 🔥

https://t.co/CsuNNiTIbD",4,3
draftkings,1614131027,23,false,false,Harden's first half 🤯 https://t.co/p22hOHKtOp,3,6
draftkings,1614127289,15,false,false,.@KingJames voices his support for @DevinBook 😤 https://t.co/G56FIDJgJp,0,4
draftkings,1614125999,16,false,false,"Thoughts on this year’s #NBAAllStar reserves? 👇

(Via @NBA) https://t.co/Wguhj0IV1C",9,0
draftkings,1614125748,14,false,false,Should Devin Booker have been snubbed from the All-Star Game? https://t.co/qXFB0ky6dg,7,5
draftkings,1614121214,4,false,false,Big 9-game NBA slate tonight. Who's earning a spot in your lineup? https://t.co/Fq41gXlrGl,1,1
draftkings,1614110093,0,true,false,"RT @dklive: GOLF NEWS ALERT: Tiger Woods suffered multiple leg injuries in a single-car accident on Tuesday morning, per his agent Mark Ste…",5,0
draftkings,1614107285,67,false,false,"BARTOLO TO THE MOON 🚀

https://t.co/l2LhApTy3W",10,8
draftkings,1614105839,6,false,false,This song is a banger 🎶🔥 https://t.co/DwYBxb6Woo,0,1
draftkings,1614103272,0,true,false,RT @dklive: GOLF PICKS: @reidtfowler previews the WGC-Workday Championship and gives his picks for your #DraftKings PGA TOUR fantasy golf l…,4,0
draftkings,1614097180,15,false,false,This year's AL &amp; NL Cy Young winners will be _________,3,29
draftkings,1614092704,8,false,false,Brodie's big game led the Wizards to a clutch OT win and landed him atop the @dklive leaderboard with 63.50 FPTS. https://t.co/lD9SJsrehQ,1,2
draftkings,1614090604,0,true,false,"RT @dklive: NBA NEWS ALERT: The Rockets are releasing C DeMarcus Cousins, per @ShamsCharania. https://t.co/ovYEBpCHQ5",6,0
draftkings,1614048961,10,false,false,"Booker is on fire right now

https://t.co/RPzfCwgJgU",1,0
draftkings,1614047326,40,false,false,"Luka with the pass fake 👀

https://t.co/wMcd4LgSUt",6,3
draftkings,1614042466,62,false,false,Michael Pittman Jr. might wanna reconsider that number change... @1kalwaysopen_ with some food for thought 😅 https://t.co/GubNeNw0nb,3,4
draftkings,1614037995,0,true,false,RT @DKSportsbook: What bet are you feeling confident in tonight?,4,0
draftkings,1614032293,3,false,false,Join the @dklive squad as they discuss top plays for tonight's NBA slate.,0,1
draftkings,1614027619,17,false,false,"No Kyle Lowry, no problem for the T̶o̶r̶o̶n̶t̶o̶ Tampa Raptors 👀 https://t.co/moifk0p6Xq",2,5
draftkings,1614024443,0,true,false,"RT @DKSportsbook: $0.10 to $391.99 🤯🤯🤯

6 hockey unders and 6 hockey overs https://t.co/CYCueCrg0J",15,0
draftkings,1614020399,5,false,false,"It's a LeBron Night! 

Hear why @julianedlow sees a ""get right"" game and triple-double upside for the King in a matchup with the Wizards 👇

Draft your squad now: https://t.co/DcGJ9RHEP6 https://t.co/3ME5VpMVb4",2,3
draftkings,1614015810,0,true,false,RT @dklive: NBA INJURY ALERT: Raptors PG Kyle Lowry (thumb) is questionable Tuesday vs. the 76ers. https://t.co/prixBItNNn,1,0
draftkings,1614010195,25,false,false,Will Cam Newton have a starting gig in 2021? https://t.co/AnsnjEmhOU,2,18
draftkings,1614004850,13,false,false,Trae Young had a game with 35 PTS and 69 FPTS to top the @dklive fantasy basketball leaderboard. https://t.co/HXngP4IPOh,2,2
draftkings,1613961540,25,false,false,"KYRIE GOT UP ⬆️

https://t.co/HUJaRKspP7",3,4
