name,timestamp,likes,isretweet,isreply,text,retweets,replies
AppHarvest,1612190747,0,true,false,RT @anotherdlee: Join @JonathanWebbKY and our movement @AppHarvest.  Ticker:  APPH on @Nasdaq!,11,0
AppHarvest,1612189565,0,true,false,"RT @Nasdaq: Tune in at 9:20 AM ET to watch @AppHarvest ring the @Nasdaq Opening Bell 🌱

Watch here: https://t.co/2ss2gpVf4p",4,0
AppHarvest,1612188625,143,false,false,AppHarvest is going public! Tune in at 9:20AM EST to the live bell-ringing ceremony at https://t.co/XE7GVL8Vk0 https://t.co/q0plnEw6oR,43,7
AppHarvest,1612182633,118,false,false,Great things happening... stay tuned for AppHarvest's debut on Nasdaq today at 9:20AM EST! ⏰ https://t.co/TJ8nbtahP8,25,6
AppHarvest,1612145836,0,true,false,"RT @Reuters: A 60-acre facility in Morehead, Kentucky, is among the largest climate-controlled indoor farms in the United States https://t.…",107,0
AppHarvest,1612119401,35,false,false,"CSA, or Community Supported Agriculture, directly connects farmers and local consumers. It allows farmers to support their farms financially and gives them a guaranteed market for their fresh, local produce. We're proud to work alongside you, Black Soil! https://t.co/ASWHbmOXQp",8,2
AppHarvest,1612028240,27,false,false,"Last week launched the first of our monthly CSA program. Our employees were treated to gift boxes of fresh, locally-sourced produce, courtesy of Black Soil. #communitysupport #supportlocalfarmers #supportblackfarmers #kentuckyproud https://t.co/mNjGIIz7zK",7,0
AppHarvest,1611929792,46,false,false,AppHarvest’s Founder &amp; CEO @JonathanWebbKY and President @anotherdlee talk with @Forbes about disrupting agriculture and building an iconic sustainable foods brand. #agtech #ESG https://t.co/BvTCLzggb7,12,3
AppHarvest,1611774962,31,false,false,"Listen to our Founder and CEO Jonathan Webb speak with @VonnieQuinn on the Bloomberg Markets radio show: “We all have to work together to build a much stronger, resilient food system. We have to use technology and infrastructure to do that."" @markets https://t.co/v3HzJ6kPjQ",12,1
AppHarvest,1611754908,0,true,false,RT @JonathanWebbKY: Discussed @AppHarvest on @BloombergRadio https://t.co/vL9lAQ0kIx,6,0
AppHarvest,1611507481,142,false,false,"The faith and grit of Eastern Kentuckians has built one of the world’s largest high-tech indoor farms, and we appreciate the opportunity to share what we’re growing with those in need as we all work to create a resilient food system. https://t.co/JPM37YGKx3",38,7
AppHarvest,1611498492,0,true,false,"RT @JonathanWebbKY: @AppHarvest Makes Initial Donation Of 2,500 Pounds Of Tomatoes To @GPFoodBank https://t.co/e66mpFcCsQ",9,0
AppHarvest,1611357768,101,false,false,"Today we donated tomatoes to @GPFoodBank, whose volunteers do so much to help local communities. We’re working to create America’s AgTech capital here in Appalachia to provide affordable, nutritious and delicious fruits and veggies that will help reduce hunger and food deserts. https://t.co/KYsi6m0RKh",23,0
AppHarvest,1611244250,0,true,false,RT @TheSpoonTech: Controlled Ag Company AppHarvest’s First-Ever Crop Arrives at Grocery Stores This Week https://t.co/42mgqtKdak,9,0
AppHarvest,1611174452,0,true,false,"RT @PowderkegCo: .@AppHarvest is running a state-of-the-art farm that is transforming Appalachia into an agricultural powerhouse. 

The fac…",10,0
AppHarvest,1611101029,0,true,false,"RT @RiseOfRest: ""@AppHarvest's 2.76-million-square-foot facility, designed to grow as many as 45 million pounds of tomatoes in a year, uses…",33,0
AppHarvest,1611088919,0,true,false,"RT @YahooFinance: Controlled environment agriculture “is really the third wave of sustainable infrastructure,” @AppHarvest CEO Jonathan Web…",25,0
AppHarvest,1611087662,0,true,false,RT @anotherdlee: Pleasure speaking with ⁦@KristenScholer⁩ ⁦@cheddar⁩ about ⁦@AppHarvest ⁦@JonathanWebbKY⁩ AppHarvest Sends First Indoor-Gro…,8,0
AppHarvest,1611077545,0,true,false,RT @anotherdlee: Just the beginning.  Let’s grow.  ⁦@AppHarvest⁩ AppHarvest Announces First Harvest of Tomatoes from Flagship High-Tech Ind…,31,0
AppHarvest,1611074852,0,true,false,RT @AppHarvest: @FastCompany “This state-of-the-art indoor farm is transforming Appalachia into an agricultural powerhouse” https://t.co/0h…,21,0
AppHarvest,1611074569,0,true,false,RT @AppHarvest: @YahooFinance AppHarvest Announces First Harvest of Tomatoes from Flagship High-Tech Indoor Farm Shipping to Grocery Stores…,13,0
AppHarvest,1610925775,62,false,false,"The students in Breathitt County as well as those across the state of Kentucky are the leaders who will transform our region! Many thanks to all who helped make our third educational container farm a reality. Let's grow, Appalachia! 🌱 https://t.co/TN8pxDczOv",13,1
AppHarvest,1610817761,0,true,false,"RT @RD_Kentucky: Great being in Jackson, KY, yesterday to help celebrate the launch of an @AppHarvest container farm &amp; AgTech ed program at…",9,0
AppHarvest,1610803917,0,true,false,RT @JonathanWebbKY: @AppHarvest expands our educational program to Breathitt County High School in Eastern Kentucky. It was great visiting…,8,0
AppHarvest,1610770077,0,true,false,"RT @aStrongAdvocate: It's fantastic to see @AppHarvest's high-tech farming program expanded to include Breathitt County High school.
 
I ca…",5,0
AppHarvest,1610737797,31,false,false,Energy-efficient LEDs and natural sunlight help crops grow year-round even when Mother Nature doesn’t fully cooperate. 🌞🍅 https://t.co/BBltK91Tmr,9,0
AppHarvest,1610571365,52,false,false,"Our pond’s capacity is approximately 45 million gallons. That’s equivalent to 67 Olympic-sized swimming pools! We’re farming smarter, not smaller.
#agribusiness #agvocate #agtech #agri #futurefarming #farmingnow #waterefficient #sustainabilitydelivered https://t.co/J5fo3pwtVe",12,1
AppHarvest,1610372287,0,true,false,"RT @FoodDive: AppHarvest, a developer and operator of large greenhouse farms, hired Impossible Foods' CFO David Lee to become its president…",14,0
AppHarvest,1610129610,60,false,false,"Gov. Beshear gave a shout out to AppHarvest in last night's State of the Commonwealth Address saying, ""We must continue to nurture innovation and entrepreneurship"" and that ""AppHarvest is the example of what Kentucky innovators can do.""🙏🍅 #AppalachiaProud #FarmingNow https://t.co/eDzit6E3Gc",13,2
AppHarvest,1610043894,41,false,false,The AppHarvest family welcomes @anotherdlee as President beginning January 25. David has been a Board member since 2020 and will be joining us from phenomenally successful Impossible Foods where he served as CFO since 2015. Check out our press release at https://t.co/hTgQZDutto,12,1
AppHarvest,1610037680,0,true,false,"RT @anotherdlee: 5 years ago, I joined @patrick_o_brown @ImpossibleFoods to realize his mission to use food to change the world, from proto…",12,0
AppHarvest,1610033798,0,true,false,RT @TravisParman: David Lee joins @AppHarvest bringing decades of experience across retail and consumer industries driving business transfo…,11,0
AppHarvest,1609871553,0,true,false,RT @bcorpuscan: #BCorp @AppHarvest is on a mission to bring sustainable agriculture and job opportunities to Appalachia through indoor farm…,13,0
AppHarvest,1609452561,49,false,false,AppHarvest is on a mission to feed the future in 2021. Let's help the planet prosper. #HappyNewYear2021 https://t.co/JaMG2zomsN,8,2
AppHarvest,1608828836,20,false,false,https://t.co/pZXtA98HDi,6,0
AppHarvest,1608744170,16,false,false,The Morehead-Rowan Chamber of Commerce has named AppHarvest 2020 Business of the Year. They also honored us with the Community Partners Award for our work with the RCHS educational container farm program. #AppalachiaProud 🙏🍅🥬 https://t.co/IU1NmpEQAe,3,2
AppHarvest,1608244332,23,false,false,https://t.co/CEG5J2Tv9Y,3,0
AppHarvest,1608240070,0,true,false,"RT @RiseOfRest: ""Producing needed food and building a stronger workforce aren’t the only goals at @AppHarvest; @JonathanWebbKY  says growin…",13,0
AppHarvest,1608061557,0,true,false,"RT @CMarquisCornell: With its new 60 Acre indoor farm, @AppHarvest is a leader in high tech #agriculture and provides jobs in Morehead, #Ke…",11,0
AppHarvest,1607553856,27,false,false,https://t.co/NKTtILerHx,6,0
AppHarvest,1607382119,0,true,false,RT @NLinChicago: Dutch technology and expertise enabled Kentucky's @AppHarvest to build the largest greenhouse in the US. What are the adva…,9,0
AppHarvest,1607089189,0,true,false,RT @CJ_Upshot: .@AppHarvest is modernizing agriculture to bring jobs to eastern Kentucky; a region devastated by the demise of coal mines.…,13,0
AppHarvest,1607029919,0,true,false,RT @SavetheChildren: We’re proud to partner with @AppHarvest to help educate kids and families across eastern Kentucky on how to grow their…,11,0
AppHarvest,1606943141,23,false,false,"The #GrowGreenEatGreen Project is a super-cool way for kids to learn how to grow and prepare healthy snacks with greens they grew themselves! Check out the highlights from our livestream launch, led by our Community Team. 👀🥬 #FarmToTable @SavetheChildren https://t.co/xh4MMiyjB1",8,1
AppHarvest,1606862829,44,false,false,"Winter, Appalachian style. #FirstSnow https://t.co/HWkppZkVrn",10,0
AppHarvest,1606861273,16,false,false,"Our Community Team, in partnership with @SavetheChildren, is proud to present the #GrowGreenEatGreen Project. We're teaching kids just how easy it is to grow and prepare delicious plant-based snacks at home. https://t.co/40Nl0hgqHg",6,0
AppHarvest,1606771217,0,true,false,RT @NFIA_USCanada: In case you missed it: Kentucky and the Netherlands have teamed up to take US #agriculture to the next #hightech level.…,9,0
AppHarvest,1606670571,59,false,false,"Bright blue Kentucky skies ahead for our 360,000 tomato plants! 🌞
🎶: @bensollee https://t.co/EQMZkYph7A",7,2
AppHarvest,1606669867,0,true,false,RT @KiranRaju: 🍅🚀🇺🇸 @JonathanWebbKY @AppHarvest https://t.co/vd7HT18Aoh,10,0
AppHarvest,1606488856,33,false,false,"Seriously, how cool are our Crop Care Specialists? 😎 https://t.co/xdJZb82lhZ",4,0
AppHarvest,1606437932,0,true,false,RT @courierjournal: AppHarvest's sustainability pitch draws on Eastern Kentucky’s abundant rainfall — which set record highs over the last…,4,0
AppHarvest,1606436748,0,true,false,"RT @hortidaily: US (KY): AppHarvest and Save the Children to educate Kentucky kids on growing food @AppHarvest @SCActionNetwork
https://t.c…",4,0
AppHarvest,1606414797,23,false,false,"Planting the seed: AppHarvest, @SavetheChildren supply 1,600 kits to kids for sustainable food growth https://t.co/J11B7HKHM8",5,0
AppHarvest,1606254755,0,true,false,"RT @TechRepublic: Future of Farming: Bluegrass agtech facility plants first tomatoes, expects produce to hit shelves in early 2021 https://…",8,0
AppHarvest,1606237003,80,false,false,"Ever wondered what 360,000 tomato plants look like? Kinda like this, but as far as the eye can see. This is #FarmingNow https://t.co/kPIhfhZHl7",14,0
AppHarvest,1606236883,113,false,false,"Our team has built one of the world’s largest and most technologically advanced indoor farms, which means AppHarvest’s tomatoes soon will be on store shelves and in American homes. #LetsGrow #FarmingNow https://t.co/7YrSLmj84Y",13,3
AppHarvest,1606172811,0,true,false,"RT @AnnaMasonDC: “It might appear that my net pay is less, but my buying power and quality of life is unparalleled. It is not even a questi…",14,0
AppHarvest,1606149476,0,true,false,"RT @RiseOfRest: #Startups in the middle of the country, including #RiseOfRest-backed @75f_io and @AppHarvest, ""are starting to see an uptic…",17,0
AppHarvest,1605967119,35,false,false,"AppHarvest CEO discusses first planting inside Morehead, KY facility. https://t.co/PdRTcN3Sux",12,0
AppHarvest,1605880991,23,false,false,https://t.co/ysLmQs1LpZ,6,0
AppHarvest,1605818461,86,false,false,"We've planted our first tomato crop at AppHarvest's flagship location in Morehead, KY. The crop is scheduled to be harvested and available at leading U.S. grocery stores in early 2021. #LetsGrow https://t.co/14qXInFHq8",17,0
AppHarvest,1605801269,0,true,false,"RT @SOAR_EKY: Join us at 2pm today for a special GEW event on our FB page with special guests Jonathan Webb, Founder and CEO of @AppHarvest…",5,0
AppHarvest,1605796043,31,false,false,"Yahoo Finance: “Investors looking for a certified B Corp. couldn’t do better than AgTech startup AppHarvest, which combines more than purpose and profit: It is reviving an entire region whose residents desperately want it there.” https://t.co/P8hlCr1jHf",12,0
AppHarvest,1605795456,0,true,false,RT @lisahopeking: NEW @IPOEdge: Certified B-corp @AppHarvest (@MarthaStewart on board) going public via #SPAC merger with Novus Capital (NO…,10,0
AppHarvest,1605738409,38,false,false,"Ag students at Rowan County Senior High School harvested more than 1,300 heads of lettuce last week to provide their community with healthy lunches. This is #FarmingNow. https://t.co/QnSwGZsaD1",12,0
AppHarvest,1605476054,1,false,true,@RCSHSOffices,0,0
AppHarvest,1605475993,31,false,false,"Our educational container farm at Rowan County Senior High School just celebrated its first harvest. The students' butterhead lettuce will be feeding students at schools throughout Morehead, KY. #FarmingNow https://t.co/DagJ8cjyzG",13,2
AppHarvest,1605404675,0,true,false,RT @zleftwich: @AppHarvest is easily one of the most exciting things happening in Kentucky! Such a cool concept in Agritech. I’m so excited…,7,0
AppHarvest,1605374025,0,true,false,RT @joallison_slone: @AppHarvest provided lunch for Rowan County students today. Talk about investing in our community and our children. Th…,8,0
AppHarvest,1605285633,0,true,false,RT @usambnl: Originally announced at #GES2019 &amp; now a reality: @AppHarvest's high-tech greenhouse--the largest in the US built in partnersh…,8,0
AppHarvest,1605044714,0,true,false,RT @RCSHSOffices: First harvest! What a great opportunity for our students!  Thank you @AppHarvest. @RowanCoSuper @RowanSchools #letsgrow #…,8,0
AppHarvest,1604957055,42,false,false,4-H programs provide vital support for Kentucky’s youth. Our community director recently charged their members to show #FaithAndGrit in their endeavors and continue “to make the best better.” @KY4HFoundation @KY4H https://t.co/7SzUhMsSwC,7,2
AppHarvest,1604855537,0,true,false,RT @forwardfooding: AppHarvest Partners With the Dutch Government to Make Kentucky an Indoor Farming Powerhouse https://t.co/YUyLDFX5TY,4,0
AppHarvest,1604689809,41,false,false,Fresher food. Sustainable growth. Rewarding jobs. This is AppHarvest. #FarmingNow https://t.co/vwhXUv2ynR,14,2
AppHarvest,1604592114,0,true,false,RT @NLintheUSA: Blog @NLinChicago | @AppHarvest brings Dutch greenhouse expertise to #Kentucky ➡️ https://t.co/AASkiuI03L https://t.co/UbJA…,6,0
AppHarvest,1604584143,0,true,false,RT @RowanCoSuper: An extraordinary opportunity for students at Rowan County Senior High School. Thanks @AppHarvest for making this possible.,4,0
AppHarvest,1604521064,39,false,false,"As a former science teacher, Rowan County Senior High School Principal Brandy Carver is as excited about AgTech education as her students. They’re using our high-tech container farm to grow food to provide for their classmates. #FarmToTable #LetsGrow https://t.co/RTZX7U0HPX",14,0
AppHarvest,1604449193,15,false,false,https://t.co/p6vK2KRIFm,4,0
AppHarvest,1604449066,0,true,false,"RT @NLintheUSA: Blog @NLinChicago 🇺🇸🇳🇱

@AppHarvest brings Dutch greenhouse expertise to #Kentucky ➡️ https://t.co/AASkiuqpcd https://t.co/…",7,0
AppHarvest,1604424395,14,false,false,Join our founder this Thursday during Reuters' Food Chain Connect conference as he and American Farmland Trust discuss building resilient food systems. Learn more and secure your virtual seat at https://t.co/IyJqwVkFwb 🌱🌱🌱,1,0
AppHarvest,1604368478,0,true,false,RT @middletechpod: We wanted to rebroadcast this episode now that @AppHarvest has completed their Morehead facility and announced two addit…,4,0
AppHarvest,1604368474,0,true,false,"RT @APBLegal: @AppHarvest breaks ground on Madison county #greenhouse:

https://t.co/rj2vzDhYb5",2,0
AppHarvest,1604261426,41,false,false,Autumn in Appalachia. #FarmingNow https://t.co/c3tEaxRvui,1,0
AppHarvest,1604108018,0,true,false,"RT @sente_link: Novus Capital Corp is helping @AppHarvest to go public! ""With minimal redemptions, the transaction provides AppHarvest more…",5,0
AppHarvest,1604104087,0,true,false,RT @KentuckyEEC: An eastern Kentucky agritech company @AppHarvest  is breaking ground on a third greenhouse in the region after cutting the…,4,0
AppHarvest,1604104044,0,true,false,"RT @hortidaily: US (KY): AppHarvest keeps on building @AppHarvest
https://t.co/xSdwBEpLjM https://t.co/Amj8ZXC8FP",1,0
